core_diameter_mm,shell_thickness_mm,energy_density_wh_per_l,reserve_fraction,round_trip_efficiency,active_duty_cycle,load_power_mw,storage_volume_l,usable_energy_wh,required_energy_wh,margin_wh,status
10,1.0,100,0.2,0.6,0.25,10,0.0003811799086355615,0.01829663561450695,0.0015,0.01679663561450695,PASS
10,1.0,100,0.2,0.6,0.5,10,0.0003811799086355615,0.01829663561450695,0.003,0.015296635614506952,PASS
10,1.0,100,0.2,0.75,0.1,10,0.0003811799086355615,0.02287079451813369,0.0006,0.02227079451813369,PASS
10,1.0,100,0.2,0.75,0.25,10,0.0003811799086355615,0.02287079451813369,0.0015,0.021370794518133687,PASS
10,1.0,100,0.2,0.75,0.5,10,0.0003811799086355615,0.02287079451813369,0.003,0.01987079451813369,PASS
10,1.0,100,0.2,0.9,0.1,10,0.0003811799086355615,0.027444953421760426,0.0006,0.026844953421760426,PASS
10,1.0,100,0.2,0.9,0.25,10,0.0003811799086355615,0.027444953421760426,0.0015,0.025944953421760425,PASS
10,1.0,100,0.2,0.9,0.5,10,0.0003811799086355615,0.027444953421760426,0.003,0.024444953421760427,PASS
10,1.0,100,0.3,0.6,0.1,10,0.0003811799086355615,0.016009556162693582,0.0006,0.015409556162693582,PASS
10,1.0,100,0.3,0.6,0.25,10,0.0003811799086355615,0.016009556162693582,0.0015,0.014509556162693582,PASS
10,1.0,100,0.3,0.6,0.5,10,0.0003811799086355615,0.016009556162693582,0.003,0.013009556162693583,PASS
10,1.0,100,0.3,0.75,0.1,10,0.0003811799086355615,0.02001194520336698,0.0006,0.01941194520336698,PASS
10,1.0,100,0.3,0.75,0.25,10,0.0003811799086355615,0.02001194520336698,0.0015,0.018511945203366978,PASS
10,1.0,100,0.3,0.75,0.5,10,0.0003811799086355615,0.02001194520336698,0.003,0.01701194520336698,PASS
10,1.0,100,0.3,0.9,0.1,10,0.0003811799086355615,0.024014334244040373,0.0006,0.023414334244040373,PASS
10,1.0,100,0.3,0.9,0.25,10,0.0003811799086355615,0.024014334244040373,0.0015,0.02251433424404037,PASS
10,1.0,100,0.3,0.9,0.5,10,0.0003811799086355615,0.024014334244040373,0.003,0.021014334244040374,PASS
10,1.0,100,0.4,0.6,0.1,10,0.0003811799086355615,0.013722476710880213,0.0006,0.013122476710880213,PASS
10,1.0,100,0.4,0.6,0.25,10,0.0003811799086355615,0.013722476710880213,0.0015,0.012222476710880214,PASS
10,1.0,100,0.4,0.6,0.5,10,0.0003811799086355615,0.013722476710880213,0.003,0.010722476710880214,PASS
10,1.0,100,0.4,0.75,0.1,10,0.0003811799086355615,0.017153095888600266,0.0006,0.016553095888600267,PASS
10,1.0,100,0.4,0.75,0.25,10,0.0003811799086355615,0.017153095888600266,0.0015,0.015653095888600265,PASS
10,1.0,100,0.4,0.75,0.5,10,0.0003811799086355615,0.017153095888600266,0.003,0.014153095888600267,PASS
10,1.0,100,0.4,0.9,0.1,10,0.0003811799086355615,0.02058371506632032,0.0006,0.01998371506632032,PASS
10,1.0,100,0.4,0.9,0.25,10,0.0003811799086355615,0.02058371506632032,0.0015,0.01908371506632032,PASS
10,1.0,100,0.4,0.9,0.5,10,0.0003811799086355615,0.02058371506632032,0.003,0.01758371506632032,PASS
10,1.0,200,0.1,0.6,0.1,10,0.0003811799086355615,0.04116743013264064,0.0006,0.040567430132640636,PASS
10,1.0,200,0.1,0.6,0.25,10,0.0003811799086355615,0.04116743013264064,0.0015,0.03966743013264064,PASS
10,1.0,200,0.1,0.6,0.5,10,0.0003811799086355615,0.04116743013264064,0.003,0.03816743013264064,PASS
10,1.0,200,0.1,0.75,0.1,10,0.0003811799086355615,0.051459287665800796,0.0006,0.05085928766580079,PASS
10,1.0,200,0.1,0.75,0.25,10,0.0003811799086355615,0.051459287665800796,0.0015,0.049959287665800794,PASS
10,1.0,200,0.1,0.75,0.5,10,0.0003811799086355615,0.051459287665800796,0.003,0.04845928766580079,PASS
10,1.0,200,0.1,0.9,0.1,10,0.0003811799086355615,0.06175114519896096,0.0006,0.061151145198960956,PASS
10,1.0,200,0.1,0.9,0.25,10,0.0003811799086355615,0.06175114519896096,0.0015,0.06025114519896096,PASS
10,1.0,200,0.1,0.9,0.5,10,0.0003811799086355615,0.06175114519896096,0.003,0.058751145198960956,PASS
10,1.0,200,0.2,0.6,0.1,10,0.0003811799086355615,0.0365932712290139,0.0006,0.0359932712290139,PASS
10,1.0,200,0.2,0.6,0.25,10,0.0003811799086355615,0.0365932712290139,0.0015,0.0350932712290139,PASS
10,1.0,200,0.2,0.6,0.5,10,0.0003811799086355615,0.0365932712290139,0.003,0.0335932712290139,PASS
10,1.0,200,0.2,0.75,0.1,10,0.0003811799086355615,0.04574158903626738,0.0006,0.045141589036267374,PASS
10,1.0,200,0.2,0.75,0.25,10,0.0003811799086355615,0.04574158903626738,0.0015,0.044241589036267376,PASS
10,1.0,200,0.2,0.75,0.5,10,0.0003811799086355615,0.04574158903626738,0.003,0.042741589036267374,PASS
10,1.0,200,0.2,0.9,0.1,10,0.0003811799086355615,0.05488990684352085,0.0006,0.05428990684352085,PASS
10,1.0,200,0.2,0.9,0.25,10,0.0003811799086355615,0.05488990684352085,0.0015,0.05338990684352085,PASS
10,1.0,200,0.2,0.9,0.5,10,0.0003811799086355615,0.05488990684352085,0.003,0.05188990684352085,PASS
10,1.0,200,0.3,0.6,0.1,10,0.0003811799086355615,0.032019112325387164,0.0006,0.03141911232538716,PASS
10,1.0,200,0.3,0.6,0.25,10,0.0003811799086355615,0.032019112325387164,0.0015,0.030519112325387163,PASS
10,1.0,200,0.3,0.6,0.5,10,0.0003811799086355615,0.032019112325387164,0.003,0.029019112325387165,PASS
10,1.0,200,0.3,0.75,0.1,10,0.0003811799086355615,0.04002389040673396,0.0006,0.039423890406733955,PASS
10,1.0,200,0.3,0.75,0.25,10,0.0003811799086355615,0.04002389040673396,0.0015,0.03852389040673396,PASS
10,1.0,200,0.3,0.75,0.5,10,0.0003811799086355615,0.04002389040673396,0.003,0.037023890406733956,PASS
10,1.0,200,0.3,0.9,0.1,10,0.0003811799086355615,0.048028668488080746,0.0006,0.04742866848808074,PASS
10,1.0,200,0.3,0.9,0.25,10,0.0003811799086355615,0.048028668488080746,0.0015,0.046528668488080745,PASS
10,1.0,200,0.3,0.9,0.5,10,0.0003811799086355615,0.048028668488080746,0.003,0.04502866848808074,PASS
10,1.0,200,0.4,0.6,0.1,10,0.0003811799086355615,0.027444953421760426,0.0006,0.026844953421760426,PASS
10,1.0,200,0.4,0.6,0.25,10,0.0003811799086355615,0.027444953421760426,0.0015,0.025944953421760425,PASS
10,1.0,200,0.4,0.6,0.5,10,0.0003811799086355615,0.027444953421760426,0.003,0.024444953421760427,PASS
10,1.0,200,0.4,0.75,0.1,10,0.0003811799086355615,0.03430619177720053,0.0006,0.03370619177720053,PASS
10,1.0,200,0.4,0.75,0.25,10,0.0003811799086355615,0.03430619177720053,0.0015,0.03280619177720053,PASS
10,1.0,200,0.4,0.75,0.5,10,0.0003811799086355615,0.03430619177720053,0.003,0.03130619177720053,PASS
10,1.0,200,0.4,0.9,0.1,10,0.0003811799086355615,0.04116743013264064,0.0006,0.040567430132640636,PASS
10,1.0,200,0.4,0.9,0.25,10,0.0003811799086355615,0.04116743013264064,0.0015,0.03966743013264064,PASS
10,1.0,200,0.4,0.9,0.5,10,0.0003811799086355615,0.04116743013264064,0.003,0.03816743013264064,PASS
10,2.0,25,0.1,0.6,0.1,10,0.0009131562646434332,0.012327609572686348,0.0006,0.011727609572686348,PASS
10,2.0,25,0.1,0.6,0.25,10,0.0009131562646434332,0.012327609572686348,0.0015,0.010827609572686348,PASS
10,2.0,25,0.1,0.6,0.5,10,0.0009131562646434332,0.012327609572686348,0.003,0.009327609572686347,PASS
10,2.0,25,0.1,0.75,0.1,10,0.0009131562646434332,0.015409511965857936,0.0006,0.014809511965857936,PASS
10,2.0,25,0.1,0.75,0.25,10,0.0009131562646434332,0.015409511965857936,0.0015,0.013909511965857936,PASS
10,2.0,25,0.1,0.75,0.5,10,0.0009131562646434332,0.015409511965857936,0.003,0.012409511965857937,PASS
10,2.0,25,0.1,0.9,0.1,10,0.0009131562646434332,0.018491414359029523,0.0006,0.017891414359029523,PASS
10,2.0,25,0.1,0.9,0.25,10,0.0009131562646434332,0.018491414359029523,0.0015,0.01699141435902952,PASS
10,2.0,25,0.1,0.9,0.5,10,0.0009131562646434332,0.018491414359029523,0.003,0.015491414359029523,PASS
10,2.0,25,0.2,0.6,0.1,10,0.0009131562646434332,0.010957875175721199,0.0006,0.010357875175721199,PASS
10,2.0,25,0.2,0.6,0.25,10,0.0009131562646434332,0.010957875175721199,0.0015,0.009457875175721199,PASS
10,2.0,25,0.2,0.6,0.5,10,0.0009131562646434332,0.010957875175721199,0.003,0.007957875175721198,PASS
10,2.0,25,0.2,0.75,0.1,10,0.0009131562646434332,0.013697343969651499,0.0006,0.013097343969651499,PASS
10,2.0,25,0.2,0.75,0.25,10,0.0009131562646434332,0.013697343969651499,0.0015,0.012197343969651499,PASS
10,2.0,25,0.2,0.75,0.5,10,0.0009131562646434332,0.013697343969651499,0.003,0.0106973439696515,PASS
10,2.0,25,0.2,0.9,0.1,10,0.0009131562646434332,0.0164368127635818,0.0006,0.0158368127635818,PASS
10,2.0,25,0.2,0.9,0.25,10,0.0009131562646434332,0.0164368127635818,0.0015,0.014936812763581801,PASS
10,2.0,25,0.2,0.9,0.5,10,0.0009131562646434332,0.0164368127635818,0.003,0.013436812763581801,PASS
10,2.0,25,0.3,0.6,0.1,10,0.0009131562646434332,0.00958814077875605,0.0006,0.00898814077875605,PASS
10,2.0,25,0.3,0.6,0.25,10,0.0009131562646434332,0.00958814077875605,0.0015,0.00808814077875605,PASS
10,2.0,25,0.3,0.6,0.5,10,0.0009131562646434332,0.00958814077875605,0.003,0.006588140778756049,PASS
10,2.0,25,0.3,0.75,0.1,10,0.0009131562646434332,0.011985175973445061,0.0006,0.011385175973445062,PASS
10,2.0,25,0.3,0.75,0.25,10,0.0009131562646434332,0.011985175973445061,0.0015,0.010485175973445062,PASS
10,2.0,25,0.3,0.75,0.5,10,0.0009131562646434332,0.011985175973445061,0.003,0.008985175973445062,PASS
10,2.0,25,0.3,0.9,0.1,10,0.0009131562646434332,0.014382211168134073,0.0006,0.013782211168134073,PASS
10,2.0,25,0.3,0.9,0.25,10,0.0009131562646434332,0.014382211168134073,0.0015,0.012882211168134074,PASS
10,2.0,25,0.3,0.9,0.5,10,0.0009131562646434332,0.014382211168134073,0.003,0.011382211168134072,PASS
10,2.0,25,0.4,0.6,0.1,10,0.0009131562646434332,0.008218406381790899,0.0006,0.007618406381790899,PASS
10,2.0,25,0.4,0.6,0.25,10,0.0009131562646434332,0.008218406381790899,0.0015,0.006718406381790899,PASS
10,2.0,25,0.4,0.6,0.5,10,0.0009131562646434332,0.008218406381790899,0.003,0.0052184063817908985,PASS
10,2.0,25,0.4,0.75,0.1,10,0.0009131562646434332,0.010273007977238624,0.0006,0.009673007977238624,PASS
10,2.0,25,0.4,0.75,0.25,10,0.0009131562646434332,0.010273007977238624,0.0015,0.008773007977238624,PASS
10,2.0,25,0.4,0.75,0.5,10,0.0009131562646434332,0.010273007977238624,0.003,0.007273007977238624,PASS
10,2.0,25,0.4,0.9,0.1,10,0.0009131562646434332,0.01232760957268635,0.0006,0.01172760957268635,PASS
10,2.0,25,0.4,0.9,0.25,10,0.0009131562646434332,0.01232760957268635,0.0015,0.01082760957268635,PASS
10,2.0,25,0.4,0.9,0.5,10,0.0009131562646434332,0.01232760957268635,0.003,0.00932760957268635,PASS
10,2.0,50,0.1,0.6,0.1,10,0.0009131562646434332,0.024655219145372696,0.0006,0.024055219145372696,PASS
10,2.0,50,0.1,0.6,0.25,10,0.0009131562646434332,0.024655219145372696,0.0015,0.023155219145372694,PASS
10,2.0,50,0.1,0.6,0.5,10,0.0009131562646434332,0.024655219145372696,0.003,0.021655219145372696,PASS
10,2.0,50,0.1,0.75,0.1,10,0.0009131562646434332,0.030819023931715872,0.0006,0.030219023931715872,PASS
10,2.0,50,0.1,0.75,0.25,10,0.0009131562646434332,0.030819023931715872,0.0015,0.02931902393171587,PASS
10,2.0,50,0.1,0.75,0.5,10,0.0009131562646434332,0.030819023931715872,0.003,0.027819023931715873,PASS
10,2.0,50,0.1,0.9,0.1,10,0.0009131562646434332,0.036982828718059045,0.0006,0.03638282871805904,PASS
10,2.0,50,0.1,0.9,0.25,10,0.0009131562646434332,0.036982828718059045,0.0015,0.035482828718059044,PASS
10,2.0,50,0.1,0.9,0.5,10,0.0009131562646434332,0.036982828718059045,0.003,0.03398282871805904,PASS
10,2.0,50,0.2,0.6,0.1,10,0.0009131562646434332,0.021915750351442397,0.0006,0.021315750351442397,PASS
10,2.0,50,0.2,0.6,0.25,10,0.0009131562646434332,0.021915750351442397,0.0015,0.020415750351442396,PASS
10,2.0,50,0.2,0.6,0.5,10,0.0009131562646434332,0.021915750351442397,0.003,0.018915750351442398,PASS
10,2.0,50,0.2,0.75,0.1,10,0.0009131562646434332,0.027394687939302997,0.0006,0.026794687939302998,PASS
10,2.0,50,0.2,0.75,0.25,10,0.0009131562646434332,0.027394687939302997,0.0015,0.025894687939302996,PASS
10,2.0,50,0.2,0.75,0.5,10,0.0009131562646434332,0.027394687939302997,0.003,0.024394687939302998,PASS
10,2.0,50,0.2,0.9,0.1,10,0.0009131562646434332,0.0328736255271636,0.0006,0.0322736255271636,PASS
10,2.0,50,0.2,0.9,0.25,10,0.0009131562646434332,0.0328736255271636,0.0015,0.0313736255271636,PASS
10,2.0,50,0.2,0.9,0.5,10,0.0009131562646434332,0.0328736255271636,0.003,0.029873625527163602,PASS
10,2.0,50,0.3,0.6,0.1,10,0.0009131562646434332,0.0191762815575121,0.0006,0.0185762815575121,PASS
10,2.0,50,0.3,0.6,0.25,10,0.0009131562646434332,0.0191762815575121,0.0015,0.017676281557512098,PASS
10,2.0,50,0.3,0.6,0.5,10,0.0009131562646434332,0.0191762815575121,0.003,0.0161762815575121,PASS
10,2.0,50,0.3,0.75,0.1,10,0.0009131562646434332,0.023970351946890123,0.0006,0.023370351946890123,PASS
10,2.0,50,0.3,0.75,0.25,10,0.0009131562646434332,0.023970351946890123,0.0015,0.02247035194689012,PASS
10,2.0,50,0.3,0.75,0.5,10,0.0009131562646434332,0.023970351946890123,0.003,0.020970351946890124,PASS
10,2.0,50,0.3,0.9,0.1,10,0.0009131562646434332,0.028764422336268147,0.0006,0.028164422336268147,PASS
10,2.0,50,0.3,0.9,0.25,10,0.0009131562646434332,0.028764422336268147,0.0015,0.027264422336268145,PASS
10,2.0,50,0.3,0.9,0.5,10,0.0009131562646434332,0.028764422336268147,0.003,0.025764422336268147,PASS
10,2.0,50,0.4,0.6,0.1,10,0.0009131562646434332,0.016436812763581797,0.0006,0.015836812763581797,PASS
10,2.0,50,0.4,0.6,0.25,10,0.0009131562646434332,0.016436812763581797,0.0015,0.014936812763581797,PASS
10,2.0,50,0.4,0.6,0.5,10,0.0009131562646434332,0.016436812763581797,0.003,0.013436812763581798,PASS
10,2.0,50,0.4,0.75,0.1,10,0.0009131562646434332,0.020546015954477248,0.0006,0.019946015954477248,PASS
10,2.0,50,0.4,0.75,0.25,10,0.0009131562646434332,0.020546015954477248,0.0015,0.019046015954477247,PASS
10,2.0,50,0.4,0.75,0.5,10,0.0009131562646434332,0.020546015954477248,0.003,0.01754601595447725,PASS
10,2.0,50,0.4,0.9,0.1,10,0.0009131562646434332,0.0246552191453727,0.0006,0.0240552191453727,PASS
10,2.0,50,0.4,0.9,0.25,10,0.0009131562646434332,0.0246552191453727,0.0015,0.023155219145372698,PASS
10,2.0,50,0.4,0.9,0.5,10,0.0009131562646434332,0.0246552191453727,0.003,0.0216552191453727,PASS
10,2.0,100,0.1,0.6,0.1,10,0.0009131562646434332,0.04931043829074539,0.0006,0.04871043829074539,PASS
10,2.0,100,0.1,0.6,0.25,10,0.0009131562646434332,0.04931043829074539,0.0015,0.04781043829074539,PASS
10,2.0,100,0.1,0.6,0.5,10,0.0009131562646434332,0.04931043829074539,0.003,0.04631043829074539,PASS
10,2.0,100,0.1,0.75,0.1,10,0.0009131562646434332,0.061638047863431744,0.0006,0.06103804786343174,PASS
10,2.0,100,0.1,0.75,0.25,10,0.0009131562646434332,0.061638047863431744,0.0015,0.06013804786343174,PASS
10,2.0,100,0.1,0.75,0.5,10,0.0009131562646434332,0.061638047863431744,0.003,0.05863804786343174,PASS
10,2.0,100,0.1,0.9,0.1,10,0.0009131562646434332,0.07396565743611809,0.0006,0.07336565743611809,PASS
10,2.0,100,0.1,0.9,0.25,10,0.0009131562646434332,0.07396565743611809,0.0015,0.07246565743611809,PASS
10,2.0,100,0.1,0.9,0.5,10,0.0009131562646434332,0.07396565743611809,0.003,0.07096565743611809,PASS
10,2.0,100,0.2,0.6,0.1,10,0.0009131562646434332,0.043831500702884794,0.0006,0.04323150070288479,PASS
10,2.0,100,0.2,0.6,0.25,10,0.0009131562646434332,0.043831500702884794,0.0015,0.04233150070288479,PASS
10,2.0,100,0.2,0.6,0.5,10,0.0009131562646434332,0.043831500702884794,0.003,0.04083150070288479,PASS
10,2.0,100,0.2,0.75,0.1,10,0.0009131562646434332,0.054789375878605995,0.0006,0.05418937587860599,PASS
10,2.0,100,0.2,0.75,0.25,10,0.0009131562646434332,0.054789375878605995,0.0015,0.05328937587860599,PASS
10,2.0,100,0.2,0.75,0.5,10,0.0009131562646434332,0.054789375878605995,0.003,0.05178937587860599,PASS
10,2.0,100,0.2,0.9,0.1,10,0.0009131562646434332,0.0657472510543272,0.0006,0.0651472510543272,PASS
10,2.0,100,0.2,0.9,0.25,10,0.0009131562646434332,0.0657472510543272,0.0015,0.0642472510543272,PASS
10,2.0,100,0.2,0.9,0.5,10,0.0009131562646434332,0.0657472510543272,0.003,0.0627472510543272,PASS
10,2.0,100,0.3,0.6,0.1,10,0.0009131562646434332,0.0383525631150242,0.0006,0.037752563115024194,PASS
10,2.0,100,0.3,0.6,0.25,10,0.0009131562646434332,0.0383525631150242,0.0015,0.036852563115024196,PASS
10,2.0,100,0.3,0.6,0.5,10,0.0009131562646434332,0.0383525631150242,0.003,0.035352563115024195,PASS
10,2.0,100,0.3,0.75,0.1,10,0.0009131562646434332,0.047940703893780245,0.0006,0.04734070389378024,PASS
10,2.0,100,0.3,0.75,0.25,10,0.0009131562646434332,0.047940703893780245,0.0015,0.046440703893780244,PASS
10,2.0,100,0.3,0.75,0.5,10,0.0009131562646434332,0.047940703893780245,0.003,0.04494070389378024,PASS
10,2.0,100,0.3,0.9,0.1,10,0.0009131562646434332,0.05752884467253629,0.0006,0.05692884467253629,PASS
10,2.0,100,0.3,0.9,0.25,10,0.0009131562646434332,0.05752884467253629,0.0015,0.05602884467253629,PASS
10,2.0,100,0.3,0.9,0.5,10,0.0009131562646434332,0.05752884467253629,0.003,0.05452884467253629,PASS
10,2.0,100,0.4,0.6,0.1,10,0.0009131562646434332,0.032873625527163594,0.0006,0.03227362552716359,PASS
10,2.0,100,0.4,0.6,0.25,10,0.0009131562646434332,0.032873625527163594,0.0015,0.03137362552716359,PASS
10,2.0,100,0.4,0.6,0.5,10,0.0009131562646434332,0.032873625527163594,0.003,0.029873625527163595,PASS
10,2.0,100,0.4,0.75,0.1,10,0.0009131562646434332,0.041092031908954496,0.0006,0.04049203190895449,PASS
10,2.0,100,0.4,0.75,0.25,10,0.0009131562646434332,0.041092031908954496,0.0015,0.039592031908954495,PASS
10,2.0,100,0.4,0.75,0.5,10,0.0009131562646434332,0.041092031908954496,0.003,0.03809203190895449,PASS
10,2.0,100,0.4,0.9,0.1,10,0.0009131562646434332,0.0493104382907454,0.0006,0.048710438290745395,PASS
10,2.0,100,0.4,0.9,0.25,10,0.0009131562646434332,0.0493104382907454,0.0015,0.0478104382907454,PASS
10,2.0,100,0.4,0.9,0.5,10,0.0009131562646434332,0.0493104382907454,0.003,0.046310438290745395,PASS
10,2.0,200,0.1,0.6,0.1,10,0.0009131562646434332,0.09862087658149078,0.0006,0.09802087658149078,PASS
10,2.0,200,0.1,0.6,0.25,10,0.0009131562646434332,0.09862087658149078,0.0015,0.09712087658149078,PASS
10,2.0,200,0.1,0.6,0.5,10,0.0009131562646434332,0.09862087658149078,0.003,0.09562087658149078,PASS
10,2.0,200,0.1,0.75,0.1,10,0.0009131562646434332,0.12327609572686349,0.0006,0.12267609572686348,PASS
10,2.0,200,0.1,0.75,0.25,10,0.0009131562646434332,0.12327609572686349,0.0015,0.12177609572686349,PASS
10,2.0,200,0.1,0.75,0.5,10,0.0009131562646434332,0.12327609572686349,0.003,0.12027609572686349,PASS
10,2.0,200,0.1,0.9,0.1,10,0.0009131562646434332,0.14793131487223618,0.0006,0.1473313148722362,PASS
10,2.0,200,0.1,0.9,0.25,10,0.0009131562646434332,0.14793131487223618,0.0015,0.14643131487223618,PASS
10,2.0,200,0.1,0.9,0.5,10,0.0009131562646434332,0.14793131487223618,0.003,0.14493131487223618,PASS
10,2.0,200,0.2,0.6,0.1,10,0.0009131562646434332,0.08766300140576959,0.0006,0.08706300140576959,PASS
10,2.0,200,0.2,0.6,0.25,10,0.0009131562646434332,0.08766300140576959,0.0015,0.08616300140576959,PASS
10,2.0,200,0.2,0.6,0.5,10,0.0009131562646434332,0.08766300140576959,0.003,0.08466300140576959,PASS
10,2.0,200,0.2,0.75,0.1,10,0.0009131562646434332,0.10957875175721199,0.0006,0.10897875175721199,PASS
10,2.0,200,0.2,0.75,0.25,10,0.0009131562646434332,0.10957875175721199,0.0015,0.10807875175721199,PASS
10,2.0,200,0.2,0.75,0.5,10,0.0009131562646434332,0.10957875175721199,0.003,0.10657875175721199,PASS
10,2.0,200,0.2,0.9,0.1,10,0.0009131562646434332,0.1314945021086544,0.0006,0.13089450210865441,PASS
10,2.0,200,0.2,0.9,0.25,10,0.0009131562646434332,0.1314945021086544,0.0015,0.1299945021086544,PASS
10,2.0,200,0.2,0.9,0.5,10,0.0009131562646434332,0.1314945021086544,0.003,0.1284945021086544,PASS
10,2.0,200,0.3,0.6,0.1,10,0.0009131562646434332,0.0767051262300484,0.0006,0.07610512623004839,PASS
10,2.0,200,0.3,0.6,0.25,10,0.0009131562646434332,0.0767051262300484,0.0015,0.0752051262300484,PASS
10,2.0,200,0.3,0.6,0.5,10,0.0009131562646434332,0.0767051262300484,0.003,0.07370512623004839,PASS
10,2.0,200,0.3,0.75,0.1,10,0.0009131562646434332,0.09588140778756049,0.0006,0.09528140778756049,PASS
10,2.0,200,0.3,0.75,0.25,10,0.0009131562646434332,0.09588140778756049,0.0015,0.09438140778756049,PASS
10,2.0,200,0.3,0.75,0.5,10,0.0009131562646434332,0.09588140778756049,0.003,0.09288140778756049,PASS
10,2.0,200,0.3,0.9,0.1,10,0.0009131562646434332,0.11505768934507259,0.0006,0.11445768934507258,PASS
10,2.0,200,0.3,0.9,0.25,10,0.0009131562646434332,0.11505768934507259,0.0015,0.11355768934507258,PASS
10,2.0,200,0.3,0.9,0.5,10,0.0009131562646434332,0.11505768934507259,0.003,0.11205768934507258,PASS
10,2.0,200,0.4,0.6,0.1,10,0.0009131562646434332,0.06574725105432719,0.0006,0.06514725105432718,PASS
10,2.0,200,0.4,0.6,0.25,10,0.0009131562646434332,0.06574725105432719,0.0015,0.06424725105432719,PASS
10,2.0,200,0.4,0.6,0.5,10,0.0009131562646434332,0.06574725105432719,0.003,0.06274725105432719,PASS
10,2.0,200,0.4,0.75,0.1,10,0.0009131562646434332,0.08218406381790899,0.0006,0.08158406381790899,PASS
10,2.0,200,0.4,0.75,0.25,10,0.0009131562646434332,0.08218406381790899,0.0015,0.08068406381790899,PASS
10,2.0,200,0.4,0.75,0.5,10,0.0009131562646434332,0.08218406381790899,0.003,0.07918406381790899,PASS
10,2.0,200,0.4,0.9,0.1,10,0.0009131562646434332,0.0986208765814908,0.0006,0.09802087658149079,PASS
10,2.0,200,0.4,0.9,0.25,10,0.0009131562646434332,0.0986208765814908,0.0015,0.0971208765814908,PASS
10,2.0,200,0.4,0.9,0.5,10,0.0009131562646434332,0.0986208765814908,0.003,0.0956208765814908,PASS
20,0.5,25,0.1,0.6,0.1,10,0.0006602580560294549,0.00891348375639764,0.0006,0.00831348375639764,PASS
20,0.5,25,0.1,0.6,0.25,10,0.0006602580560294549,0.00891348375639764,0.0015,0.007413483756397641,PASS
20,0.5,25,0.1,0.6,0.5,10,0.0006602580560294549,0.00891348375639764,0.003,0.0059134837563976405,PASS
20,0.5,25,0.1,0.75,0.1,10,0.0006602580560294549,0.011141854695497052,0.0006,0.010541854695497052,PASS
20,0.5,25,0.1,0.75,0.25,10,0.0006602580560294549,0.011141854695497052,0.0015,0.009641854695497052,PASS
20,0.5,25,0.1,0.75,0.5,10,0.0006602580560294549,0.011141854695497052,0.003,0.008141854695497053,PASS
20,0.5,25,0.1,0.9,0.1,10,0.0006602580560294549,0.013370225634596462,0.0006,0.012770225634596462,PASS
20,0.5,25,0.1,0.9,0.25,10,0.0006602580560294549,0.013370225634596462,0.0015,0.011870225634596462,PASS
20,0.5,25,0.1,0.9,0.5,10,0.0006602580560294549,0.013370225634596462,0.003,0.010370225634596462,PASS
20,0.5,25,0.2,0.6,0.1,10,0.0006602580560294549,0.007923096672353459,0.0006,0.007323096672353459,PASS
20,0.5,25,0.2,0.6,0.25,10,0.0006602580560294549,0.007923096672353459,0.0015,0.006423096672353459,PASS
20,0.5,25,0.2,0.6,0.5,10,0.0006602580560294549,0.007923096672353459,0.003,0.004923096672353459,PASS
20,0.5,25,0.2,0.75,0.1,10,0.0006602580560294549,0.009903870840441824,0.0006,0.009303870840441824,PASS
20,0.5,25,0.2,0.75,0.25,10,0.0006602580560294549,0.009903870840441824,0.0015,0.008403870840441825,PASS
20,0.5,25,0.2,0.75,0.5,10,0.0006602580560294549,0.009903870840441824,0.003,0.006903870840441824,PASS
20,0.5,25,0.2,0.9,0.1,10,0.0006602580560294549,0.01188464500853019,0.0006,0.01128464500853019,PASS
20,0.5,25,0.2,0.9,0.25,10,0.0006602580560294549,0.01188464500853019,0.0015,0.01038464500853019,PASS
20,0.5,25,0.2,0.9,0.5,10,0.0006602580560294549,0.01188464500853019,0.003,0.00888464500853019,PASS
20,0.5,25,0.3,0.6,0.1,10,0.0006602580560294549,0.006932709588309276,0.0006,0.006332709588309276,PASS
20,0.5,25,0.3,0.6,0.25,10,0.0006602580560294549,0.006932709588309276,0.0015,0.005432709588309275,PASS
20,0.5,25,0.3,0.6,0.5,10,0.0006602580560294549,0.006932709588309276,0.003,0.003932709588309276,PASS
20,0.5,25,0.3,0.75,0.1,10,0.0006602580560294549,0.008665886985386595,0.0006,0.008065886985386595,PASS
20,0.5,25,0.3,0.75,0.25,10,0.0006602580560294549,0.008665886985386595,0.0015,0.007165886985386595,PASS
20,0.5,25,0.3,0.75,0.5,10,0.0006602580560294549,0.008665886985386595,0.003,0.0056658869853865946,PASS
20,0.5,25,0.3,0.9,0.1,10,0.0006602580560294549,0.010399064382463914,0.0006,0.009799064382463914,PASS
20,0.5,25,0.3,0.9,0.25,10,0.0006602580560294549,0.010399064382463914,0.0015,0.008899064382463915,PASS
20,0.5,25,0.3,0.9,0.5,10,0.0006602580560294549,0.010399064382463914,0.003,0.007399064382463914,PASS
20,0.5,25,0.4,0.6,0.1,10,0.0006602580560294549,0.005942322504265094,0.0006,0.005342322504265094,PASS
20,0.5,25,0.4,0.6,0.25,10,0.0006602580560294549,0.005942322504265094,0.0015,0.0044423225042650935,PASS
20,0.5,25,0.4,0.6,0.5,10,0.0006602580560294549,0.005942322504265094,0.003,0.002942322504265094,PASS
