core_diameter_mm,shell_thickness_mm,energy_density_wh_per_l,reserve_fraction,round_trip_efficiency,active_duty_cycle,load_power_mw,storage_volume_l,usable_energy_wh,required_energy_wh,margin_wh,status
10,0.5,200,0.2,0.9,0.1,10,0.00017331119472303673,0.024956812040117293,0.0006,0.024356812040117293,PASS
10,0.5,200,0.2,0.9,0.25,10,0.00017331119472303673,0.024956812040117293,0.0015,0.023456812040117292,PASS
10,0.5,200,0.2,0.9,0.5,10,0.00017331119472303673,0.024956812040117293,0.003,0.021956812040117294,PASS
10,0.5,200,0.3,0.6,0.1,10,0.00017331119472303673,0.014558140356735085,0.0006,0.013958140356735085,PASS
10,0.5,200,0.3,0.6,0.25,10,0.00017331119472303673,0.014558140356735085,0.0015,0.013058140356735085,PASS
10,0.5,200,0.3,0.6,0.5,10,0.00017331119472303673,0.014558140356735085,0.003,0.011558140356735084,PASS
10,0.5,200,0.3,0.75,0.1,10,0.00017331119472303673,0.018197675445918857,0.0006,0.017597675445918858,PASS
10,0.5,200,0.3,0.75,0.25,10,0.00017331119472303673,0.018197675445918857,0.0015,0.016697675445918856,PASS
10,0.5,200,0.3,0.75,0.5,10,0.00017331119472303673,0.018197675445918857,0.003,0.015197675445918858,PASS
10,0.5,200,0.3,0.9,0.1,10,0.00017331119472303673,0.021837210535102628,0.0006,0.02123721053510263,PASS
10,0.5,200,0.3,0.9,0.25,10,0.00017331119472303673,0.021837210535102628,0.0015,0.020337210535102627,PASS
10,0.5,200,0.3,0.9,0.5,10,0.00017331119472303673,0.021837210535102628,0.003,0.01883721053510263,PASS
10,0.5,200,0.4,0.6,0.1,10,0.00017331119472303673,0.012478406020058645,0.0006,0.011878406020058645,PASS
10,0.5,200,0.4,0.6,0.25,10,0.00017331119472303673,0.012478406020058645,0.0015,0.010978406020058645,PASS
10,0.5,200,0.4,0.6,0.5,10,0.00017331119472303673,0.012478406020058645,0.003,0.009478406020058644,PASS
10,0.5,200,0.4,0.75,0.1,10,0.00017331119472303673,0.015598007525073308,0.0006,0.014998007525073308,PASS
10,0.5,200,0.4,0.75,0.25,10,0.00017331119472303673,0.015598007525073308,0.0015,0.014098007525073309,PASS
10,0.5,200,0.4,0.75,0.5,10,0.00017331119472303673,0.015598007525073308,0.003,0.012598007525073309,PASS
10,0.5,200,0.4,0.9,0.1,10,0.00017331119472303673,0.01871760903008797,0.0006,0.01811760903008797,PASS
10,0.5,200,0.4,0.9,0.25,10,0.00017331119472303673,0.01871760903008797,0.0015,0.01721760903008797,PASS
10,0.5,200,0.4,0.9,0.5,10,0.00017331119472303673,0.01871760903008797,0.003,0.01571760903008797,PASS
10,1.0,25,0.1,0.6,0.1,10,0.0003811799086355615,0.00514592876658008,0.0006,0.00454592876658008,PASS
10,1.0,25,0.1,0.6,0.25,10,0.0003811799086355615,0.00514592876658008,0.0015,0.00364592876658008,PASS
